,gpstime,latitude,longitude,altitude,speed,heading,hpdop,vdop,pdop
2772,1518259978.0,41.243458567,-8.558017183,97.3,11.832,77.10,1.1,?,?
2773,1518259979.0,41.243481783,-8.557878967,98.0,11.832,77.10,1.1,?,?
2774,1518259980.0,41.2435044,-8.557741117,98.8,11.884,76.90,0.9,?,?
2775,1518259981.0,41.24352695,-8.557603233,99.4,11.884,76.90,0.9,?,?
2776,1518259982.0,41.243550517,-8.55746515,100.1,11.884,77.00,0.9,?,?
2777,1518259983.0,41.2435738,-8.557326967,100.8,11.832,77.30,0.9,?,?
2778,1518259984.0,41.243596217,-8.557187017,101.4,11.935,77.30,0.9,?,?
2779,1518259985.0,41.24361965,-8.557045283,101.8,12.192,77.50,0.8,?,?
2780,1518259986.0,41.2436445,-8.55690275,102.0,12.244,77.20,0.8,?,?
2781,1518259987.0,41.243669283,-8.556760717,102.1,12.192,77.20,0.9,?,?
2782,1518259988.0,41.243693783,-8.55661985,102.2,12.038,77.20,0.9,?,?
2783,1518259989.0,41.243718783,-8.556479433,102.2,12.089,77.00,0.9,?,?
2784,1518259990.0,41.24374385,-8.556338433,102.1,12.192,77.00,0.9,?,?
2785,1518259991.0,41.243770083,-8.556196733,101.8,12.347,76.60,0.9,?,?
2786,1518259992.0,41.2437962,-8.556054133,101.3,12.295,76.50,0.9,?,?
2787,1518259993.0,41.2438224,-8.5559127,100.8,12.244,76.50,0.9,?,?
2788,1518259994.0,41.243848,-8.5557715,100.3,12.141,77.00,0.9,?,?
2789,1518259995.0,41.243872817,-8.55563115,99.8,12.141,77.30,0.9,?,?
2790,1518259996.0,41.243897067,-8.55549185,99.5,11.884,77.30,0.9,?,?
2791,1518259997.0,41.24392105,-8.555354883,99.4,11.626,77.20,0.9,?,?
2792,1518259998.0,41.243943967,-8.555221017,99.7,11.421,76.90,0.9,?,?
2793,1518259999.0,41.243966933,-8.5550901,100.0,11.061,76.70,0.9,?,?
2794,1518260000.0,41.243985233,-8.5549684,100.4,9.980,79.70,0.9,?,?
2795,1518260001.0,41.243989517,-8.554855633,100.9,8.797,90.90,0.9,?,?
2796,1518260002.0,41.2439691,-8.554757067,101.3,8.488,114.00,0.9,?,?
2797,1518260003.0,41.243928583,-8.5546717,101.3,8.900,127.90,0.9,?,?
2798,1518260004.0,41.24388225,-8.554583267,101.3,9.260,123.50,0.9,?,?
2799,1518260005.0,41.243857717,-8.554486167,101.0,9.003,104.10,0.9,?,?
2800,1518260006.0,41.243852367,-8.554380767,100.9,9.003,86.20,0.8,?,?
2801,1518260007.0,41.243873533,-8.554274717,100.8,9.106,66.60,0.8,?,?
2802,1518260008.0,41.243918467,-8.554183733,100.8,9.209,46.80,0.9,?,?
2803,1518260009.0,41.243983483,-8.554121833,100.6,9.466,26.60,0.8,?,?
2804,1518260010.0,41.24406405,-8.55409225,100.5,9.620,8.20,0.8,?,?
2805,1518260011.0,41.244147533,-8.5540999,100.3,9.620,348.80,0.8,?,?
2806,1518260012.0,41.244221767,-8.5541409,100.4,9.723,329.30,0.7,?,?
2807,1518260013.0,41.244271883,-8.554204817,100.5,9.672,309.00,0.7,?,?
2808,1518260014.0,41.244298617,-8.554298533,100.6,9.569,288.40,0.7,?,?
