n	Session	gps.seconds.Unix	gps.millis	gps.gpstime	gps.lat	gps.lon	gps.alt	gps.track	gps.speed.M-S	gps.epx	gps.nsats
223	4606	1411812450	150	1411812450	41.1777877807617	-8.59854698181152	179	199.7	3.25	3	9
224	4606	1411812451	110	1411812451	41.1777648925781	-8.59855937957764	179	202	2.75	3	9
225	4606	1411812452	141	1411812452	41.1777458190918	-8.59857845306396	179	213.7	2.75	3	9
226	4606	1411812453	99	1411812453	41.177734375	-8.59860992431641	179	235.1	3	3	10
227	4606	1411812454	137	1411812454	41.177734375	-8.59865474700928	180	261.1	3.25	3	10
228	4606	1411812455	100	1411812455	41.1777458190918	-8.59870719909668	180	279.6	4.5	3	11
229	4606	1411812456	100	1411812456	41.1777687072754	-8.5987663269043	179	289.6	5	3	11
230	4606	1411812457	143	1411812457	41.1778182983398	-8.59883594512939	179	293.4	5.75	3	8
231	4606	1411812458	149	1411812458	41.1778335571289	-8.59889984130859	180	292.7	6	3	8
232	4606	1411812459	159	1411812459	41.1778526306152	-8.59896945953369	179	291.7	6	3	9
233	4606	1411812460	157	1411812460	41.1778755187988	-8.59903049468994	179	292.1	6	3	8
234	4606	1411812461	105	1411812461	41.1778907775879	-8.59908676147461	179	292.7	5.75	3	8
235	4606	1411812462	139	1411812462	41.1779022216797	-8.59916210174561	180	289.3	5.5	4	9
236	4606	1411812463	170	1411812463	41.1779136657715	-8.59921264648438	180	282.5	5.25	3	10
237	4606	1411812464	97	1411812464	41.1779098510742	-8.59926414489746	181	268.2	4.75	4	9
238	4606	1411812465	149	1411812465	41.1778831481934	-8.59932231903076	180	242.1	5	4	8
239	4606	1411812466	152	1411812466	41.1778373718262	-8.59936046600342	180	215.4	5.5	3	8
240	4606	1411812467	145	1411812467	41.1777839660645	-8.59939193725586	179	205.7	6	4	8
241	4606	1411812468	158	1411812468	41.177734375	-8.59942150115967	179	203.2	6.5	4	8
242	4606	1411812469	158	1411812469	41.1776657104492	-8.59946060180664	179	201.7	7.5	3	8
243	4606	1411812470	158	1411812470	41.1775894165039	-8.59949970245361	179	200.8	8	4	8
244	4606	1411812471	133	1411812471	41.1775207519531	-8.59953498840332	179	201.1	8.5	3	9
245	4606	1411812472	158	1411812472	41.1774444580078	-8.59957027435303	179	201.1	8.75	3	8
246	4606	1411812473	99	1411812473	41.1773567199707	-8.59961795806885	179	201.9	9.25	3	8
247	4606	1411812474	127	1411812474	41.1772804260254	-8.59965229034424	179	200.9	9.75	3	9
248	4606	1411812475	97	1411812475	41.1771850585938	-8.59969902038574	179	200.6	10.25	3	9
249	4606	1411812476	160	1411812476	41.1770896911621	-8.59974384307861	179	200.2	10.75	3	9
250	4606	1411812477	150	1411812477	41.1770057678223	-8.59978580474854	179	201	10.75	3	9
251	4606	1411812478	167	1411812478	41.1769104003906	-8.59983444213867	179	201.1	10.75	3	9
252	4606	1411812479	143	1411812479	41.1768188476562	-8.59987831115723	179	200.8	10.75	3	9
253	4606	1411812480	144	1411812480	41.1767272949219	-8.59992599487305	180	201.6	11	3	9
254	4606	1411812481	153	1411812481	41.176628112793	-8.59997463226318	179	201.7	11	3	10
255	4606	1411812482	134	1411812482	41.1765365600586	-8.60002422332764	180	201.5	11	3	10
256	4606	1411812483	153	1411812483	41.176441192627	-8.60008430480957	179	204.3	11.25	4	10
257	4606	1411812484	95	1411812484	41.1763534545898	-8.60012626647949	179	201	11.25	4	10
258	4606	1411812485	103	1411812485	41.1762542724609	-8.60017776489258	180	199.6	11.25	3	9
259	4606	1411812486	139	1411812486	41.1761512756348	-8.60022449493408	180	196.6	11.25	4	9
260	4606	1411812487	159	1411812487	41.1760597229004	-8.60024070739746	178	192.5	11.5	3	11
261	4606	1411812488	149	1411812488	41.1759643554688	-8.60026359558105	177	189.3	11	3	11
262	4606	1411812489	131	1411812489	41.1758575439453	-8.60027503967285	178	185.4	11	3	10
263	4606	1411812490	144	1411812490	41.1757583618164	-8.60027980804443	178	182.7	10.75	3	10
264	4606	1411812491	159	1411812491	41.1756553649902	-8.60028553009033	178	180.2	10.5	3	10
265	4606	1411812492	157	1411812492	41.1755714416504	-8.60027313232422	176	176.9	10.5	3	10
266	4606	1411812493	98	1411812493	41.1754875183105	-8.60026073455811	176	173.9	10.25	3	10
267	4606	1411812494	148	1411812494	41.1753921508789	-8.60023403167725	176	169.2	9.75	4	12
268	4606	1411812495	166	1411812495	41.1753158569336	-8.60020351409912	175	167.7	9.5	4	10
269	4606	1411812496	149	1411812496	41.1752548217773	-8.6001672744751	172	163.9	8.5	3	10
270	4606	1411812497	132	1411812497	41.1751899719238	-8.60012912750244	172	160.2	8	4	10
271	4606	1411812498	148	1411812498	41.1751518249512	-8.6001091003418	171	159.5	6.5	4	10
272	4606	1411812499	149	1411812499	41.1751022338867	-8.60007667541504	171	157.2	5.75	3	10
273	4606	1411812500	144	1411812500	41.1750717163086	-8.60006141662598	171	156.2	4.5	3	9
274	4606	1411812501	138	1411812501	41.1750450134277	-8.60004138946533	171	156.3	3.5	3	9
275	4606	1411812502	132	1411812502	41.1750221252441	-8.60002326965332	171	156.6	2.75	3	9
276	4606	1411812503	150	1411812503	41.1750068664551	-8.60000228881836	172	155.9	2	3	9
277	4606	1411812504	96	1411812504	41.1749954223633	-8.59999179840088	172	156.6	1.25	3	9
278	4606	1411812505	128	1411812505	41.1749877929688	-8.59998607635498	173	155.3	1	3	9
279	4606	1411812506	141	1411812506	41.1749801635742	-8.5999813079834	174	155.3	0.5	3	9
280	4606	1411812507	159	1411812507	41.174976348877	-8.59997463226318	174			3	9
281	4606	1411812508	148	1411812508	41.1749725341797	-8.59997272491455	176			3	9
282	4606	1411812509	158	1411812509	41.1749687194824	-8.59997081756592	176			3	9
283	4606	1411812510	161	1411812510	41.1749649047852	-8.59996891021729	177			3	9
284	4606	1411812511	148	1411812511	41.1749610900879	-8.59996700286865	177			3	8
285	4606	1411812512	143	1411812512	41.1749572753906	-8.5999641418457	177			3	8
286	4606	1411812513	114	1411812513	41.1749572753906	-8.59996509552002	176			3	8
287	4606	1411812514	99	1411812514	41.1749572753906	-8.5999641418457	176			3	8
288	4606	1411812515	142	1411812515	41.1749572753906	-8.59996700286865	176			3	8
289	4606	1411812516	149	1411812516	41.1749572753906	-8.59996604919434	176			3	8
290	4606	1411812517	153	1411812517	41.1749572753906	-8.5999641418457	175			3	8
291	4606	1411812518	158	1411812518	41.1749572753906	-8.59996318817139	175			3	9
292	4606	1411812519	149	1411812519	41.1749572753906	-8.59996223449707	175			3	9
293	4606	1411812520	166	1411812520	41.1749572753906	-8.59996223449707	175			3	9
294	4606	1411812521	132	1411812521	41.1749572753906	-8.59996128082275	175			3	9
295	4606	1411812522	132	1411812522	41.1749572753906	-8.59996128082275	175			3	8
296	4606	1411812523	127	1411812523	41.1749572753906	-8.59996128082275	175			3	9
297	4606	1411812524	98	1411812524	41.1749572753906	-8.59996128082275	175			3	10
298	4606	1411812525	113	1411812525	41.1749572753906	-8.59996128082275	175			3	9
299	4606	1411812526	140	1411812526	41.1749572753906	-8.59996128082275	175			3	9
