n	Session	gps.seconds.Unix	gps.millis	gps.gpstime	gps.lat	gps.lon	gps.alt	gps.track	gps.speed.M-S	gps.epx	gps.nsats
827	4607	1411812947	727	1411812947	41.1693992614746	-8.59734725952148	195.399993896484			3	9
828	4607	1411812948	443	1411812948	41.1693992614746	-8.59734725952148	195.399993896484			3	9
829	4607	1411812949	682	1411812949	41.1693992614746	-8.59734725952148	195.399993896484			3	9
830	4607	1411812950	613	1411812950	41.1693992614746	-8.59734725952148	195.399993896484			3	9
831	4607	1411812951	537	1411812951	41.1693992614746	-8.59734725952148	195.399993896484			3	9
832	4607	1411812952	727	1411812952	41.1693992614746	-8.59734725952148	195.399993896484			3	9
833	4607	1411812953	539	1411812953	41.1693992614746	-8.59734725952148	195.399993896484			3	9
834	4607	1411812954	690	1411812954	41.1693992614746	-8.59734725952148	195.399993896484			3	9
835	4607	1411812955	480	1411812955	41.1693992614746	-8.59734725952148	195.399993896484			3	9
836	4607	1411812956	693	1411812956	41.1693992614746	-8.59734725952148	195.399993896484			3	9
837	4607	1411812957	478	1411812957	41.1693992614746	-8.59734725952148	195.399993896484			3	9
838	4607	1411812958	638	1411812958	41.1693992614746	-8.59734725952148	195.399993896484			3	10
839	4607	1411812959	678	1411812959	41.1693992614746	-8.59734725952148	195.399993896484			3	10
840	4607	1411812960	583	1411812960	41.1693992614746	-8.59734725952148	195.399993896484			3	10
841	4607	1411812961	749	1411812961	41.1693992614746	-8.59734725952148	195.399993896484			3	10
842	4607	1411812962	465	1411812962	41.1693992614746	-8.59734725952148	195.399993896484			3	10
843	4607	1411812963	718	1411812963	41.1693992614746	-8.59734725952148	195.399993896484			3	10
844	4607	1411812964	472	1411812964	41.1693992614746	-8.59734725952148	195.399993896484			3	9
845	4607	1411812965	610	1411812965	41.1693992614746	-8.59734725952148	195.399993896484			3	10
846	4607	1411812966	589	1411812966	41.1693992614746	-8.59734725952148	195.399993896484			3	9
847	4607	1411812967	617	1411812967	41.1693992614746	-8.59734725952148	195.399993896484			4	9
848	4607	1411812968	663	1411812968	41.1693992614746	-8.59734725952148	195.399993896484			4	10
849	4607	1411812969	523	1411812969	41.1693992614746	-8.59734725952148	195.399993896484			4	10
850	4607	1411812970	786	1411812970	41.1693992614746	-8.59734725952148	195.399993896484			4	11
851	4607	1411812971	480	1411812971	41.1694030761719	-8.59734725952148	195.399993896484			4	11
852	4607	1411812972	704	1411812972	41.1694030761719	-8.59734725952148	195.399993896484			4	11
853	4607	1411812973	431	1411812973	41.1694030761719	-8.59734725952148	195.399993896484			3	11
854	4607	1411812974	638	1411812974	41.1694030761719	-8.59734725952148	195.399993896484			3	11
855	4607	1411812975	645	1411812975	41.1694030761719	-8.59734725952148	195.399993896484			3	11
856	4607	1411812976	520	1411812976	41.1694030761719	-8.59734725952148	195.399993896484			3	11
857	4607	1411812977	723	1411812977	41.1694030761719	-8.59734725952148	195.399993896484			3	11
858	4607	1411812978	544	1411812978	41.1694030761719	-8.59734725952148	195.399993896484			3	11
859	4607	1411812979	673	1411812979	41.1694030761719	-8.59734725952148	195.399993896484			3	11
860	4607	1411812980	459	1411812980	41.1694030761719	-8.59734725952148	195.399993896484			3	11
