,timestamp,latitude,longitude,elevation,accuracy,bearing,speed_meters_per_second,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation,distance_meters,elapsed_time_seconds
61,1577395447.0,-27.717691190667978,-51.09905645795548,978.4108616234276,4.0,327.78787,0.008519679,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0295920433350803,2.0
62,1577395448.0,-27.71769149814615,-51.09905664598307,978.391603705366,4.0,327.7858,0.009688481,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0387919215801709,1.0
63,1577395449.0,-27.71769187250251,-51.09905638370826,978.3148394946194,4.0,327.78397,0.010907328,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0488869133013929,1.0
64,1577395450.0,-27.71769319286084,-51.09905630983168,978.2060516232094,4.0,327.77798,0.0080692135,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.1464966657896,1.0
65,1577395451.0,-27.717693040630028,-51.09905671395168,978.0718329820768,4.0,327.77673,0.004774856,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0432764198582086,1.0
66,1577395452.0,-27.71769311450681,-51.09905689350773,977.9920914689887,4.0,327.7745,0.0032218918,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0195081797076663,1.0
67,1577395453.0,-27.7176936002549,-51.09905650881888,977.8745105546016,4.0,341.30725,0.022474997,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0658534260184388,1.0
68,1577395454.0,-27.717693469556128,-51.09905674468848,977.6562179272393,4.0,341.3055,0.016348924,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0274012935390717,1.0
69,1577395457.0,-27.717692657170275,-51.099057348963,977.195794905755,4.0,341.3104,0.0112402765,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.1079610197264282,3.0
70,1577395458.0,-27.717692581117632,-51.09905730725431,977.0958339761736,4.0,341.32095,0.015250047,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0093779297025978,1.0
71,1577395459.0,-27.717692731921453,-51.09905730836047,977.1097892704972,4.0,315.52872,0.040403124,19,gps,0.7,1.0,1.2,3.6,,,,97,,0.016711668598873,1.0
