,1411812122840,41.1781183,-8.5980907,0.0,73.06700134277344
1425,1411815108000,41.17772978,-8.59889429,171.8000030517578,10.0
1426,1411815109000,41.17770435,-8.59881738,172.8000030517578,10.0
1427,1411815110000,41.17768702,-8.59873017,173.60000610351565,10.0
1428,1411815111000,41.1776839,-8.59863693,174.8000030517578,10.0
1429,1411815112000,41.17769516,-8.59856685,174.60000610351565,10.0
1430,1411815113000,41.1777265,-8.59852281,175.5,10.0
1431,1411815115000,41.17780808,-8.59847035,176.10000610351565,10.0
1432,1411815116000,41.17786326,-8.59844342,175.89999389648438,10.0
1433,1411815117000,41.17791223,-8.59841005,175.1999969482422,11.0
1434,1411815118000,41.17796635,-8.59837762,176.1999969482422,11.0
1435,1411815119000,41.17802721,-8.59834035,175.3000030517578,12.0
1436,1411815120000,41.17808928,-8.59829428,175.39999389648438,12.0
1437,1411815120880,41.1779809,-8.5982454,0.0,40.5
1438,1411815121000,41.17817401,-8.59830675,176.5,10.0
1439,1411815122000,41.17824255,-8.59828597,176.3000030517578,10.0
1440,1411815123000,41.17831965,-8.59825562,175.10000610351565,10.0
1441,1411815124000,41.17839182,-8.59823145,174.6999969482422,10.0
1442,1411815125000,41.1784639,-8.59818964,174.3000030517578,11.0
1443,1411815126000,41.17852681,-8.59814575,174.8000030517578,11.0
1444,1411815127000,41.17856743,-8.59804365,172.89999389648438,10.0
1445,1411815128000,41.17857528,-8.59796579,173.3000030517578,10.0
1446,1411815129000,41.17857634,-8.59787594,173.0,11.0
1447,1411815130000,41.17857076,-8.59778806,172.6999969482422,11.0
1448,1411815131000,41.17856659,-8.59769582,172.89999389648438,11.0
1449,1411815132000,41.17856231,-8.59761551,172.39999389648438,11.0
1450,1411815133000,41.17856458,-8.59752889,172.39999389648438,11.0
1451,1411815134000,41.1785573,-8.59745734,172.1999969482422,11.0
1452,1411815136000,41.17854484,-8.59733602,172.10000610351565,12.0
1453,1411815138616,41.178235,-8.5981038,0.0,69.28900146484375
1454,1411815139000,41.17852554,-8.59727027,172.3000030517578,13.0
1455,1411815140000,41.17853193,-8.59720806,172.39999389648438,13.0
1456,1411815141000,41.17850839,-8.5971304,172.1999969482422,12.0
1457,1411815143000,41.17849235,-8.59701093,172.5,13.0
1458,1411815144000,41.1784832,-8.59694953,172.5,13.0
1459,1411815146000,41.17849855,-8.59683922,172.6999969482422,13.0
1460,1411815147000,41.17852108,-8.59677707,173.0,12.0
1461,1411815149000,41.17854818,-8.59664877,172.60000610351565,12.0
1462,1411815150000,41.17855998,-8.59658024,172.60000610351565,12.0
1463,1411815151000,41.17855347,-8.59650441,172.60000610351565,12.0
1464,1411815152000,41.17854809,-8.59643394,172.5,12.0
1465,1411815154000,41.17852841,-8.5963254,172.8000030517578,11.0
1466,1411815156000,41.17849918,-8.59622381,172.6999969482422,12.0
1467,1411815157000,41.17848899,-8.59616112,172.6999969482422,11.0
1468,1411815159000,41.17845343,-8.59605551,172.60000610351565,12.0
1469,1411815160000,41.17850347,-8.59596861,172.5,12.0
1470,1411815161000,41.17851699,-8.5959094,172.5,12.0
1471,1411815163000,41.17853142,-8.59579899,172.5,13.0
1472,1411815165000,41.17854476,-8.59570766,172.60000610351565,14.0
1473,1411815172000,41.17849266,-8.59572749,173.0,15.0
1474,1411815176000,41.17847534,-8.59565193,173.3000030517578,13.0
1475,1411815178000,41.17846948,-8.5955657,173.3000030517578,12.0
1476,1411815180000,41.17848037,-8.59548848,172.89999389648438,13.0
1477,1411815182000,41.17849508,-8.59541429,172.8000030517578,13.0
1478,1411815183974,41.1783981,-8.5955913,0.0,110.89299774169922
1479,1411815184000,41.17851506,-8.59534548,173.10000610351565,13.0
1480,1411815186000,41.17850844,-8.59528314,172.39999389648438,13.0
1481,1411815189000,41.17845842,-8.59528451,177.10000610351565,13.0
1482,1411815192000,41.17842997,-8.59533409,176.8000030517578,12.0
1483,1411815199803,41.1784887,-8.5951347,0.0,46.244998931884766
1484,1411815200000,41.17845973,-8.59527453,176.39999389648438,11.0
1485,1411815203000,41.17846287,-8.59520717,176.8000030517578,11.0
1486,1411815209641,41.1784687,-8.5951344,0.0,46.30099868774414
1487,1411815210000,41.17843041,-8.59516484,178.39999389648438,10.0
1488,1411815227638,41.1784599,-8.5951601,0.0,44.55199813842773
1489,1411815247674,41.1784681,-8.595168,0.0,43.9630012512207
1490,1411815267684,41.1784721,-8.595125,0.0,46.94499969482422
1491,1411815288349,41.1784688,-8.5951447,0.0,45.58300018310547
1492,1411815307683,41.1784841,-8.5951242,0.0,46.979000091552734
1493,1411815327749,41.1784686,-8.5951768,0.0,43.3489990234375
1494,1411815347660,41.1784813,-8.5951103,0.0,47.95000076293945
1495,1411815367737,41.1784723,-8.5951179,0.0,47.43899917602539
1496,1411815387814,41.1784932,-8.5951475,0.0,45.35599899291992
1497,1411815407723,41.1784759,-8.5951546,0.0,44.87200164794922
1498,1411815427758,41.1784742,-8.595161,0.0,44.430999755859375
1499,1411815447760,41.1784691,-8.5951603,0.0,44.49599838256836
1500,1411815467824,41.1784701,-8.5951556,0.0,52.73799896240234
