gpstime	latitude	longitude	altitude	speed	heading	hpdop	vdop	pdop
1518257446.00	41.239054233	-8.541623033	146.4	0.051	333.60	1.6	2.4	2.8
1518257447.00	41.239054167	-8.541622300	146.5	0.051	340.20	1.6	2.4	2.8
1518257448.00	41.239054683	-8.541622317	146.3	0.051	334.70	1.6	2.4	2.8
1518257449.00	41.239054067	-8.541621350	146.5	0.051	353.70	1.6	2.4	2.8
1518257450.00	41.239053683	-8.541620850	146.6	0.000	274.60	1.6	2.4	2.8
1518257451.00	41.239053750	-8.541620617	146.6	0.051	344.50	1.6	2.4	2.8
1518257452.00	41.239053733	-8.541620367	146.6	0.051	358.40	1.6	2.4	2.8
1518257453.00	41.239053917	-8.541620333	146.5	0.000	350.60	1.6	2.4	2.8
1518257454.00	41.239054000	-8.541620267	146.5	0.000	27.30	1.6	2.4	2.8
1518257455.00	41.239054233	-8.541620317	146.4	0.000	339.50	1.6	2.4	2.8
1518257456.00	41.239054483	-8.541620267	146.3	0.051	344.60	1.6	2.4	2.8
1518257457.00	41.239054800	-8.541620283	146.2	0.051	342.30	1.6	2.4	2.8
1518257458.00	41.239055067	-8.541620317	146.1	0.051	338.50	1.6	2.4	2.8
1518257459.00	41.239055333	-8.541620300	146.1	0.051	341.20	1.6	2.4	2.8
1518257460.00	41.239055667	-8.541620433	146.0	0.051	333.00	1.6	2.4	2.8
1518257461.00	41.239055900	-8.541620417	145.9	0.051	344.70	1.6	2.4	2.8
1518257462.00	41.239056133	-8.541620383	145.8	0.051	352.20	1.6	2.4	2.8
1518257463.00	41.239056533	-8.541620533	145.7	0.051	335.00	1.6	2.4	2.8
1518257464.00	41.239056817	-8.541620600	145.6	0.051	341.30	1.6	2.4	2.8
1518257465.00	41.239057050	-8.541620517	145.5	0.000	7.70	1.6	2.4	2.8
1518257466.00	41.239057467	-8.541620683	145.4	0.051	343.10	1.6	2.4	2.8
1518257467.00	41.239057867	-8.541620850	145.3	0.000	348.30	1.6	2.4	2.8
1518257468.00	41.239058283	-8.541621050	145.1	0.051	327.00	1.6	2.4	2.8
1518257469.00	41.239058733	-8.541621217	145.0	0.051	330.70	1.6	2.4	2.8
1518257470.00	41.239059167	-8.541621283	144.8	0.051	330.10	1.6	2.4	2.8
1518257471.00	41.239059417	-8.541621333	144.7	0.051	292.30	1.6	2.4	2.8
1518257472.00	41.239055433	-8.541622250	144.9	0.566	206.40	1.6	2.4	2.8
1518257473.00	41.239046850	-8.541625400	144.7	1.183	201.30	1.6	2.4	2.8
